num_impute,cate_impute,scale,pca,encode,f1
median,most,standard,pca_0.95_auto,ordinal,0.8682414698162729
median,most,standard,pca_0.95_full,onehot,0.88604898828541
median,most,standard,pca_0.95_full,ordinal,0.8682414698162729
median,most,standard,pca_0.99_auto,onehot,0.88604898828541
median,most,standard,pca_0.99_auto,ordinal,0.8682414698162729
median,most,standard,pca_0.99_full,onehot,0.88604898828541
median,most,standard,pca_0.99_full,ordinal,0.8682414698162729
median,most,minmax,none,onehot,0.8855774348057477
median,most,minmax,none,ordinal,0.8682414698162729
median,most,minmax,pca_0.95_auto,onehot,0.8855774348057477
median,most,minmax,pca_0.95_auto,ordinal,0.8676470588235294
median,most,minmax,pca_0.95_full,onehot,0.8855774348057477
median,most,minmax,pca_0.95_full,ordinal,0.8676470588235294
median,most,minmax,pca_0.99_auto,onehot,0.8855774348057477
median,most,minmax,pca_0.99_auto,ordinal,0.8676470588235294
median,most,minmax,pca_0.99_full,onehot,0.8855774348057477
median,most,minmax,pca_0.99_full,ordinal,0.8676470588235294
